Title,Artist,Tags,Cover
Right On Time,Dawes,,https://i.scdn.co/image/ab67616d0000b2734ca2ff72d8628832418d69af
Ring of Fire,Johnny Cash,Country,https://i.scdn.co/image/ab67616d0000b273dfe4bfe695c4192e547e72c7
River,Leon Bridges,Soul,https://i.scdn.co/image/ab67616d0000b273a8df0c930a741d6f49cc3f8d
River Deep Mountainhigh,Ike & Tina Turner,60s,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
Rock and Roll,Led Zeppelin,,https://i.scdn.co/image/ab67616d0000b273c8a11e48c91a982d086afc69
Rock and Roll Music,The Beatles,,https://i.scdn.co/image/ab67616d0000b27355612ece447bec5d62c68375
Rock Around the Clock,Billhaley and the Comets,,https://i.scdn.co/image/ab67616d0000b2739060a2c0a01366ee03274597
Rock This Town,The Stray Cats,,https://i.scdn.co/image/ab67616d0000b27329a7d3d112c3c2a1da274ec1
Rock With You,Michael Jackson,,https://i.scdn.co/image/ab67616d0000b2737027294551db4fda68b5ddac
Rocket Man,Elton John,,https://i.scdn.co/image/ab67616d0000b2733009007708ab5134936a58b3
Rockin Robin,Bobby Day,"50s, 70s",https://i.scdn.co/image/ab67616d0000b273635d01ad663c01a3665d488d
Rockin the Suburbs,Ben Folds,"Rock, 2000s",https://i.scdn.co/image/ab67616d0000b273b1945b44ce8868740f132f8e
Rocking Around the Christmas Tree,Christmas,,https://i.scdn.co/image/ab67616d0000b273b5111f121761e4db3cc696cc
Rocky Raccoon,The Beatles,,https://i.scdn.co/image/ab67616d0000b2734ce8b4e42588bf18182a1ad2
Roll It Onhome,John Mayer,,https://i.scdn.co/image/ab67616d0000b273c6bfaf942ed981d5c4c922e4
Roll On,The Living End,"Aussie, 90s",https://i.scdn.co/image/ab67616d0000b273c573a4a852f010523c4ba383
Rolling in the Deep,Adele,,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300
Romeo + Juliet,Dire Straits,,https://i.scdn.co/image/ab67616d0000b2735b5e5240a4c483b5fb9f2cb0
Rosanna,Toto,80s,https://i.scdn.co/image/ab67616d0000b2734a052b99c042dc15f933145b
Rosie,John Mayer,,https://i.scdn.co/image/ab67616d0000b273c6bfaf942ed981d5c4c922e4
Royals,Lorde,,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98
Sadiehawkins Dance,Relient K,,https://i.scdn.co/image/ab67616d0000b273102c170920f16db53016b5c2
Santa Claus is Coming To Town,Christmas,,https://i.scdn.co/image/ab67616d0000b27383342742d90153d792264668
Satisfied,Hamilton,,https://i.scdn.co/image/ab67616d0000b2733743f2dba9dde74bf4338540
Say,John Mayer,,https://i.scdn.co/image/ab67616d0000b2731e3dbe4453ed61633c472fbe
Say a Little Prayer,Aretha Franklin,Soul,https://i.scdn.co/image/ab67616d0000b27346c31f64babcbfca6e061b6b
Say It Ain't So,Weezer,"Bangers, 90s",https://i.scdn.co/image/ab67616d0000b273345536847e60f622ee0eae96
Scarborough Fair,Simon & Garfunkle,,https://i.scdn.co/image/ab67616d0000b273fb107b5a07df183f1836d9cb
Seasons of Love,Rent,Showtunes,https://i.scdn.co/image/ab67616d0000b2730e0778596bb47c08774875d4
Sell Out,Reel Big Fish,Rock,https://i.scdn.co/image/ab67616d0000b273ef883c94c02915cacc3b5b36
Seven Nation Army,The White Stripes,Rock,https://i.scdn.co/image/ab67616d0000b273a69f71a8794e2d867a52f98f
Shake a Tail Feather,Ray Charles,Soul,https://i.scdn.co/image/ab67616d00001e029a88a61e9fb51cce727b0f52
Shake It Off,Taylor Swift,Pop,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
Shallow,Lady Gaga,Duet,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342
Share the Well,Caedmon's Call,,https://i.scdn.co/image/ab67616d0000b2731e2f0f75caf3c4ce039883b4
She,Ben Abraham,Aussie,https://i.scdn.co/image/ab67616d0000b2736c359f4afcb63c50ff15a889
She Drives Me Crazy,Fine Young Cannibals,"90s, Onehit Wonder",https://i.scdn.co/image/ab67616d0000b27309a90531b85be7899c3234c4
She's Always a Woman to Me,Billy Joel,,https://i.scdn.co/image/ab67616d0000b273ac02b09ccf884345678f0fdd
She's Got a Way,Billy Joel,,https://i.scdn.co/image/ab67616d0000b2738039be895428386c4bc90851
She's the One,Bruce Springsteen,,https://i.scdn.co/image/ab67616d0000b273503143a281a3f30268dcd9f9
Shelter Me,The Waifs,Aussie,https://i.scdn.co/image/ab67616d0000b273bf3385f50e5cc90ba200baf5
Shimmer,Fuel,90s,https://i.scdn.co/image/ab67616d0000b273ec4fe09203f25c4cba99e37f
Shiny,Disney (Moana),,https://i.scdn.co/image/ab67616d0000b273a88d790405f8b5d27eaa6fdd
Shiver,Coldplay,,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0
Shoop Shoop Song,Cher,60s,https://i.scdn.co/image/ab67616d0000b273401035ff4d67022fa4c0fad0
Short Skirt Long Jacket,Cake,90s,https://i.scdn.co/image/ab67616d0000b27331dc2b6da1570a9c8929e0f6
Shotgun,George Ezra,,https://i.scdn.co/image/ab67616d0000b273103045cd1c29dd16a469f808
Shout,The Isley Brothers,,https://i.scdn.co/image/ab67616d0000b273f9ddaa9b3da1cd7275626987
Show Yourself,Disney (Frozen 2),,https://i.scdn.co/image/ab67616d0000b273892a604f23b92dcec1d1bb0d
Shower the People,James Taylor,,https://i.scdn.co/image/ab67616d0000b27393729238ef1ca889e9585a0e
Shut Up and Dance,Walk The Moon,Pop,https://i.scdn.co/image/ab67616d0000b27343294cfa2688055c9d821bf3
Side to Side,The Cat Empire,Aussie,https://i.scdn.co/image/ab67616d0000b2734fc4cb52492aa24e092ba220
Sigh No More,Mumford & Sons,,https://i.scdn.co/image/ab67616d0000b2735fcd9dbdaa1670fb49c66313
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,Soul,https://i.scdn.co/image/ab67616d0000b273c5e9e847ca9c0982b4c91d4b
Silent Night,Christmas,,https://i.scdn.co/image/ab67616d0000b273a640be34ee9f2a864396bc20
Silk Chiffon,MUNA,Pop,https://i.scdn.co/image/ab67616d0000b273bb5a3de97d548a649cfafe67
Simply the Best,Tina Turner,,https://i.scdn.co/image/ab67616d0000b27336981bd20b6509e678f3767d
Since U Been Gone,Kelly Clarkson,"Pop, Banger",https://i.scdn.co/image/ab67616d0000b27303dadde4d9d305c1c3e0d91c
Sittin' on the Dock of Bay,Otis Redding,Soul,https://i.scdn.co/image/ab67616d0000b2730acddc8ccf8d14858fbeddf5
Sittin' Up In My Room,Brandy,,https://i.scdn.co/image/ab67616d0000b27339410cea1e71c69b4f7cb357
Sky Full of Stars,Coldplay,,https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0
Sloop John B,The Beach Boys,,https://i.scdn.co/image/ab67616d0000b273bde8dfd1922129f3d9e3732f
Slow Dancing In a Burning Room,John Mayer,,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Smells Like Teen Spirit,Nirvana,Rock,https://i.scdn.co/image/ab67616d0000b273e175a19e530c898d167d39bf
So Into You,Tamia,,https://i.scdn.co/image/ab67616d0000b273d3f287e73f69eb431ee17f50
Somebody That I Used To Know,Gotye,"Aussie, Duet",https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed
Somebody to Love,Queen,Banger,https://i.scdn.co/image/ab67616d0000b27395313a5eee00d9bdf37883e2
Someone New,Paul Kelly,Aussie,https://i.scdn.co/image/ab67616d0000b273fa5c35abff3405c743befb89
Something,The Beatles,,https://i.scdn.co/image/ab67616d0000b273dc30583ba717007b00cceb25
Somethinghappened on the Way Toheaven,Phil Collins,,https://i.scdn.co/image/ab67616d0000b273fb2daafa0993f39d87a84385
Something Like Olivia,John Mayer,,https://i.scdn.co/image/ab67616d0000b2733c6bbf44de57c6eb51818694
Something Stupid,Frank Sinatra,"Duet, 60s",https://i.scdn.co/image/ab67616d00001e023e2331ff09f59ea3c87fe5d6
Somewhere Over the Rainbow & Wonderful World,Israel Kamakawiwo'ole,,https://i.scdn.co/image/ab67616d0000b273d358679de4783983510aa57d
Son of a Preacher Man,Dusty Springfield,Soul,https://i.scdn.co/image/ab67616d0000b273f1bb363f80233c2c3cb65c79
SOS,ABBA,70s,https://i.scdn.co/image/ab67616d0000b27392d0747a634fcc351c6ac3c2
Sound of Silence,Paul Simon,,https://i.scdn.co/image/ab67616d0000b273ab7926b4716fdf11ef24277c
Space Oddity,David Bowie,,https://i.scdn.co/image/ab67616d0000b2733395f3e809dfbc2b1101d464
Space They Cannot Touch,Kate Millerheidke,Aussie,https://i.scdn.co/image/ab67616d0000b27385683283617088d3b02b9d04
Spaceman,The Killers,,https://i.scdn.co/image/ab67616d0000b273a43cd43ef4f3b2d5413b17f9
Sparks Fly,Taylor Swift,,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
Spoonful of Sugar,Disney (Mary Poppins),,https://i.scdn.co/image/ab67616d0000b273011882ee0968911b2c9782ed
Stacy's Mom,Fountains of Wayne,Classic,https://i.scdn.co/image/ab67616d0000b273079e826265dffc3a8a26bac5
Stairway toheaven,Led Zeppelin,,https://i.scdn.co/image/ab67616d0000b273c8a11e48c91a982d086afc69
Stand By Me,Ben E. King,,https://i.scdn.co/image/ab67616d0000b2731813ea8f590a0aab2820f922
Starships,Nicki Minaj,"Pop, 2010s",https://i.scdn.co/image/ab67616d0000b27385235715597dcd07bb9e0f84
Stay (I Missed You),Lisa Loeb,90s,https://i.scdn.co/image/ab67616d0000b273ae5d490ee490c3ee46f65ec0
Steady Love,Ben Rector,,https://i.scdn.co/image/ab67616d0000b27328a8c70a993043ea0653b047
Steal My Kisses,Benharper,,https://i.scdn.co/image/ab67616d0000b273f6d55874f45c9b9108f5e3fb
Stickshifts and Safetybelts,Cake,90s,https://i.scdn.co/image/ab67616d0000b273e73b1b6b3c3c25398303334f
Still Feel Like Your Man,John Mayer,,https://i.scdn.co/image/ab67616d0000b273c6bfaf942ed981d5c4c922e4
Still Into You,Paramore,"Rock, 2000s",https://i.scdn.co/image/ab67616d0000b273532033d0d90736f661c13d35
Stop This Train,John Mayer,,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Straight Lines,silverchair,Aussie / Bangers,https://i.scdn.co/image/ab67616d0000b273f7cbf02cc5d111e494784ee2
Strawberry Fields Forever,The Beatles,,https://i.scdn.co/image/ab67616d0000b273692d9189b2bd75525893f0c1
Strawberry Wine,Deana Carter,,https://i.scdn.co/image/ab67616d0000b2738805523bca720bfd0dfd3e77
Stuck In the Middle with You,Stealers Wheel,,https://i.scdn.co/image/ab67616d0000b273a5ce236c22035a02cf87d4de
"Sugar, Sugar",The Archies,,https://i.scdn.co/image/ab67616d0000b273fbc98da6995bb0a504ed363d
Sultans of Swing,Dire Straits,,https://i.scdn.co/image/ab67616d0000b273c5a897378c8caf5cd11935a6
Summer Breeze,Seals and Crofts,,https://i.scdn.co/image/ab67616d0000b273e13b56ae3e9e99abf2c2026c
Summertime Blues,Eddie Cochrane,,https://i.scdn.co/image/ab67616d0000b27324c50e31cea9cf898d05448c
Sunscreen,Ira Wolf,,https://i.scdn.co/image/ab67616d0000b2737517c07f5ad2cf519c9de7c8
Sunshine On My Shoulders,John Denver,,https://i.scdn.co/image/ab67616d0000b27334fb2b0117a542d515dc78d6
Super Trouper,ABBA,70s,https://i.scdn.co/image/ab67616d0000b2734d08fc99eff4ed52dfce91fa
Supercalifragilisticexpialidocious,Disney (Mary Poppins),Showtunes,https://i.scdn.co/image/ab67616d0000b273427e186675fe7ae3ffd85761
Surface Pressure,Disney,,https://i.scdn.co/image/ab67616d0000b273438c370c96d1fe611df611b9
Surfin USA,The Beach Boys,,https://i.scdn.co/image/ab67616d0000b2737cb33b8fab5302942e6a78fb
Sweet Caroline,Neil Diamond,,https://i.scdn.co/image/ab67616d0000b2734d1a7a3e5043173883653ffc
Sweet Creature,Harry Styles,,https://i.scdn.co/image/ab67616d0000b2736c619c39c853f8b1d67b7859
Sweet Dreams/Seven Nation Army Mashup,Pomplamoose,,https://i.scdn.co/image/ab67616d0000b2733de532ddb4d94e36f951c96d
Table for Two,Caedmon's Call,,https://i.scdn.co/image/ab67616d0000b273db69e5908e9beba15e66f146
Take a Chance on Me,ABBA,70s,https://i.scdn.co/image/ab67616d0000b2736f705bef76c1d861c4d51d8c
Take Me Out,Franz Ferdinand,"2000s, Onehit Wonder",https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53
Take me to the River,Al Green,Soul,https://i.scdn.co/image/ab67616d0000b273bea5c345ec616678c372ac2f
Take On Me,a-ha,"80s, Onehit Wonder",https://i.scdn.co/image/ab67616d0000b2735140e9c2486249b280cb36fb
Teenage Dirtbag,Wheatus,,https://i.scdn.co/image/ab67616d0000b2730a3740efa638f10f14fabc46
"Thank U, Next",Ariana Grande,Pop,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8
Thank You For the Music,ABBA,70s,https://i.scdn.co/image/ab67616d0000b2736f705bef76c1d861c4d51d8c
That Don't Impress Me Much,Shania Twain,"90s, Country",https://i.scdn.co/image/ab67616d0000b27372d481a5999197ef5f42f796
That's Where I Am,Maggie Rogers,,https://i.scdn.co/image/ab67616d0000b2730fdfb62956211c999c39a5a3
The Boy in the Bubble,Paul Simon,,https://i.scdn.co/image/ab67616d0000b27309880a7b8636c5a0615dc0c8
The Cave,Mumford & Sons,,https://i.scdn.co/image/ab67616d0000b2735fcd9dbdaa1670fb49c66313
The Distance,Cake,90s,https://i.scdn.co/image/ab67616d0000b27300df6727e2cfe905baa75c1e
The Ghost of Tom Joad,Bruce Springsteen,,https://i.scdn.co/image/ab67616d0000b273940e995c40e23e9fca1d167e
Theheartburn Song,Lawrence,,https://i.scdn.co/image/ab67616d0000b273b5acc07d64fea2d14a5cf8c7
The Lion Sleeps Tonight,Billy Eichner,,https://i.scdn.co/image/ab67616d0000b2736eb04fff9fd19fd8f65b86e1
The Love You Save,Jackson 5,Soul,https://i.scdn.co/image/ab67616d0000b2739df68560791d0b3dab491867
The Middle,Jimmy Eat World,Rock,https://i.scdn.co/image/ab67616d0000b27395d1d98c5176e4f982bd73d6
The Most Beautiful Girl in the World,Prince,,https://i.scdn.co/image/ab67616d0000b2736a4175046856b90a9b5d67a1
The Next Right Thing,Disney (Frozen 2),,https://i.scdn.co/image/ab67616d0000b2733b4a52c865611a7dccf870f7
The One I'm Waiting For,Relient K,,https://i.scdn.co/image/ab67616d0000b273572a9d884dc34896085175af
The Pretender,Foo Fighters,"Rock, Bangers",https://i.scdn.co/image/ab67616d0000b27383e260c313dc1ff1f17909cf
The Scientist,Coldplay,,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82
The Set Up (You Need This),Reel Big Fish,Rock,https://i.scdn.co/image/ab67616d0000b2736a61c1c329fbdbe0a8c652e4
The Sound of Silence,Simon & Garfunkel,,https://i.scdn.co/image/ab67616d0000b2733b50c381e5f477c3cd066286
The Story,Brandi Carlile,Country,https://i.scdn.co/image/ab67616d0000b2737ce8763fe2a173ad26ca3032
"The Times, They Are A-Changin",Bob Dylan,,https://i.scdn.co/image/ab67616d0000b2733b812eed53f0d7e134fe446e
The Way,Fastball,"90s, Onehit Wonder",https://i.scdn.co/image/ab67616d0000b273814cbc4746358a25c84c62e7
The Way You Make Me Feel,Michael Jackson,,https://i.scdn.co/image/ab67616d0000b2731bb21d27effb96a1d0fe8d6d
The Weather,Lawrence,,https://i.scdn.co/image/ab67616d0000b273016ed8b2ec83ef57cf67d8a5
The Wire,HAIM,,https://i.scdn.co/image/ab67616d0000b2732fa478d357cac0fd0407643f
These Boots Are Made For Walkin',Nancy Sinatra,60s,https://i.scdn.co/image/ab67616d0000b273adb57932715c7824dc4df04e
These Days,Powderfinger,Aussie,https://i.scdn.co/image/ab67616d0000b273ceba92eb0f296101eca62342
Thingshappen,Dawes,,https://i.scdn.co/image/ab67616d0000b2734ca2ff72d8628832418d69af
Thinking Out Loud,Ed Sheeran,,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd
This is Me,The Greatest Showman,"Group, Showtunes",https://i.scdn.co/image/ab67616d0000b273007d557d26158875f0e6d32f
This Is On Me,Ben Abraham,Aussie,https://i.scdn.co/image/ab67616d0000b2736c359f4afcb63c50ff15a889
This Kiss,Faithhill,"Country, 90s",https://i.scdn.co/image/ab67616d0000b27315069968c52552cc2f222391
This Land Is Your Land,Woody Guthrie,,https://i.scdn.co/image/ab67616d0000b27376c23464149dd9f6204896fc
This Little Light of Mine,Harry Dixon Loes,,https://i.scdn.co/image/ab67616d0000b2736977e6fb8b48d3eab7a4aba7
This Too Shall Be Made Right,Derek Webb,,https://i.scdn.co/image/ab67616d0000b2734950c971a54adbcbf889682f
This Year,Mountain Goats,2000s,https://i.scdn.co/image/ab67616d0000b27303ba51e9a44665b2ff3d37c7
Three Little Birds,Bob Marley,,https://i.scdn.co/image/ab67616d0000b273811bfdc4f55b3a7484524aaf
Thriller,Michael Jackson,Halloween,https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be
Time of My Life (from Dirty Dancing),Bill Medley and Jennifer Warnes,Duet,https://i.scdn.co/image/ab67616d0000b273927530e44371f0bc1bb296d4
Time Served,Joey Landreth,,https://i.scdn.co/image/ab67616d0000b273afa359901dbcf412c5ad9d01
Time Warp,The Rockyhorror Picture Show,"Showtunes, 80s,halloween",https://i.scdn.co/image/ab67616d0000b2736f4a626d8494d87372b18dd2
Times Like These,Foo Fighters,,https://i.scdn.co/image/ab67616d0000b273b00ee453b3496535eaa6e4b3
Tiny Dancer,Elton John,Banger,https://i.scdn.co/image/ab67616d0000b273d03ab2da904d8251a87bbc31
To Be With You,Mr Big,90s,https://i.scdn.co/image/ab67616d0000b2733772435cf1da78168bc1feae
Toher Door,Paul Kelly,Aussie,https://i.scdn.co/image/ab67616d0000b273fa242932fea6220f16733e63
Together,Tom Tuena,Aussie,https://i.scdn.co/image/ab67616d0000b273a21bfefd9b9ce376256f6307
Tomorrow,silverchair,Aussie,https://i.scdn.co/image/ab67616d0000b27372c3447a562fc7be1c8e1255
Tonight You Belong to Me,Patience and Prudence,,https://i.scdn.co/image/ab67616d0000b2735f71ec43b302d6fad5688f1b
Too Late,The Paper Kites,Aussie,https://i.scdn.co/image/ab67616d0000b273fac40a5731f33eaa7043b070
Torn,Natalie Imbruglia,"90s, Aussie",https://i.scdn.co/image/ab67616d0000b273aaf012d56b8c72658da6c45f
Total Eclipse of theheart,Bonnie Tyler,,https://i.scdn.co/image/ab67616d0000b2738cefe8e2f2cfd63ce073fa96
Toxic,Britney Spears,,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4
Treather Right,George Thorogood,,https://i.scdn.co/image/ab67616d0000b27369def8bf9e3ee1526f46b19c
Truthhurts,Lizzo,"Pop, Banger",https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb
Try A Little Tenderness,Otis Redding,Soul,https://i.scdn.co/image/ab67616d0000b273ffffe932598090498459b77c
Twenty-Four,Switchfoot,,https://i.scdn.co/image/ab67616d0000b27343882fdb47a06d880f61efdc
Twist and Shout,The Beatles,,https://i.scdn.co/image/ab67616d0000b273dbeec63ad914c973e75c24df
Two of Us,The Beatles,,https://i.scdn.co/image/ab67616d0000b27384243a01af3c77b56fe01ab1
Two Princes,Spin Doctors,90s,https://i.scdn.co/image/ab67616d0000b273436e38032cf3389d01426eca
Unaware,Allen Stone,,https://i.scdn.co/image/ab67616d0000b2730ccb24c34e7e628f062f4b61
Under the Sea,Disney,Showtunes,https://i.scdn.co/image/ab67616d0000b27370085ce3dcd10a4fd8f9ee75
Undone (The Sweater Song),Weezer,90s,https://i.scdn.co/image/ab67616d0000b273345536847e60f622ee0eae96
Up on the Roof,Justin Timberlake,,https://i.scdn.co/image/ab67616d0000b2739f654f519c62925c9303c445
Uptown Funk,Mark Ronson / Bruno Mars,Pop,https://i.scdn.co/image/ab67616d0000b273f550279ca0c3c2fd02f90cae
Uptown Girl,Billy Joel,80s,https://i.scdn.co/image/ab67616d0000b273abd613e1f4e193ccc603210f
Use Somebody,Kings of Leon,,https://i.scdn.co/image/ab67616d0000b2732519d01c0cca06f134eeadd8
Valerie,Amy Winehouse,Classic,https://i.scdn.co/image/ab67616d0000b27376ffb5b5ab045d22c81235c1
Video Killed The Radio Star,Buggles,80s,https://i.scdn.co/image/ab67616d0000b27370b6cfff0487d653a8c7ce01
Wagon Wheel,Darius Rucker,,https://i.scdn.co/image/ab67616d0000b2733c814f8afa852904e9db8a9f
Wait For It,Hamilton,Showtunes,https://i.scdn.co/image/ab67616d0000b2733743f2dba9dde74bf4338540
Waiting,Green Day,,https://i.scdn.co/image/ab67616d0000b2736869f1cd33bf72e00313520d
Waiting on the World to Change,John Mayer,,https://i.scdn.co/image/ab67616d0000b2737af5fdc5ef048a68db62b85f
Wake Me Up Before You Go-Go,Wham!,80s,https://i.scdn.co/image/ab67616d0000b273a2fc41b0dd6ce4f0d16a4c46
Walk Like an Egyptian,The Bangles,80s,https://i.scdn.co/image/ab67616d0000b2734aaad3bb593721bcaa6827d6
Walkin' After Midnight,Patsy Cline,Country,https://i.scdn.co/image/ab67616d0000b27397f9dd1653b9dbd23acc5cb1
Walking on Broken Glass,Annie Lennox,80s,https://i.scdn.co/image/ab67616d0000b273c5a897378c8caf5cd11935a6
Walking on Sunshine,Katrina and the Waves,80s,https://i.scdn.co/image/ab67616d0000b273eafaf556eda644a745d0144d
Walt Grace's Submarine Test,John Mayer,,https://i.scdn.co/image/ab67616d0000b2733c6bbf44de57c6eb51818694
Wanna Be Your Lover,Prince,80s,https://i.scdn.co/image/ab67616d0000b273d539ebc9ac4dc40946532580
Wannabe,Spice Girls,"Pop, 90s",https://i.scdn.co/image/ab67616d0000b27363facc42e4a35eb3aa182b59
Want Want,Maggie Rogers,,https://i.scdn.co/image/ab67616d0000b2730fdfb62956211c999c39a5a3
Want You Back,HAIM,,https://i.scdn.co/image/ab67616d0000b2730d7673ef82fe292b0463060b
War Is Over (Happy Christmas),John Lennon & Yoko Ono,,https://i.scdn.co/image/ab67616d0000b273c63204be472d8bb88c41051d
Watch Over Me,Bernard Fanning,Aussie,https://i.scdn.co/image/ab67616d0000b27367b17be9ebd5d4315406e1c1
Water of Love,dire straits,80s,https://i.scdn.co/image/ab67616d0000b273e47667214dddedc5095afc11
Waterfalls,TLC,90s,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
Waterloo,ABBA,70s,https://i.scdn.co/image/ab67616d0000b27311c24dc7f5ef909381c0a7d6
Watermelon Sugar,Harry Styles,Pop,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
Waving Through A Window,Dear Evanhansen,Showtunes,https://i.scdn.co/image/ab67616d0000b273e3392b8eb5f5e59cb15980be
We Are Never Ever Getting Back Together,Taylor Swift,Pop,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d
We Are the Champions,Queen,,https://i.scdn.co/image/ab67616d0000b27393c65b02f4a72cd6eccf446d
We Belong Together,Richie Valens,50s,https://i.scdn.co/image/ab67616d00001e027723fdc89d8e25e65aa6730d
We Don't Talk About Bruno,Disney,,https://i.scdn.co/image/ab67616d0000b2732a671025354eca3583d9aa34
We Found Love,Rihanna,"Pop, 00s",https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46
We Wish You a Merry Christmas,Christmas,,https://i.scdn.co/image/ab67616d0000b273a640be34ee9f2a864396bc20
Wedding Dress,Derek Webb,,https://i.scdn.co/image/ab67616d0000b2734ba91d2e31ab6b628ac5ff69
What A Man,Linda Lyndell,"Soul, Stax, 60s, 90s",https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888
What I Like About You,The Romantics,,https://i.scdn.co/image/ab67616d0000b2734b502623ce2ab3d27798876a
What Makes You Beautiful,One Direction,,https://i.scdn.co/image/ab67616d0000b2734a5584795dc73860653a9a3e
What the World Needs Now,Burt Bacharach,,https://i.scdn.co/image/ab67616d0000b2737489790811cd6b0c5b4eff88
What's Going On,Marvin Gaye,Soul,https://i.scdn.co/image/ab67616d0000b273b36949bee43217351961ffbc
What's Love Got To Do With It,Tina Turner,80s,https://i.scdn.co/image/ab67616d0000b273e9c361da971c6e81b51ef06b
What's My Age Again?,Blink 182,"Rock, 90s",https://i.scdn.co/image/ab67616d0000b2736da502e35a7a3e48de2b0f74
What's Up?,4 Non Blondes,"Bangers, 90s",https://i.scdn.co/image/ab67616d0000b273381371cb8ce680d0dc324600
When I Come Around,Green Day,"Rock, 90s",https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d
When Will My Life Begin?,Disney (Tangled),2000s,https://i.scdn.co/image/ab67616d0000b27319055a83e606ff5ea0fa476e
Where The Streetshave No Name,U2,,https://i.scdn.co/image/ab67616d0000b273b7bea3d01f04e6d0408d2afe
Where You're At,Allen Stone,,https://i.scdn.co/image/ab67616d0000b273d57ac73c10168c3082d6160e
Wherever Is Yourheart I Callhome,Brandi Carlile,Country,https://i.scdn.co/image/ab67616d00001e026ae87ba9541e21c4e5a5926d
Whiskey Lullaby,Brad Paisley,Country,https://i.scdn.co/image/ab67616d0000b2736217585c07b7417999f03d92
White Man's World,Jason Isbell,Country,https://i.scdn.co/image/ab67616d0000b2738aac8a5f5e60ea65ec028392
Who Are We Fooling?,Brooke Fraser,,https://i.scdn.co/image/ab67616d0000b273832fec9291df86f9b2310bea
Who Will Save Your Soul?,Jewel,90s,https://i.scdn.co/image/ab67616d0000b273c9b83d0f8a38ab1a0fd85d20
Whose Bedhave Your Boots Been Under,Shania Twain,90s,https://i.scdn.co/image/ab67616d0000b273e47667214dddedc5095afc11
Why Am I Like This?,Orla Gartland,,https://i.scdn.co/image/ab67616d0000b27327162270a1dfeb1b73f6c6b1
Why Did Ithave to be Me,ABBA,70s,https://i.scdn.co/image/ab67616d0000b27370f7a1b35d5165c85b95a0e0
Wild World,Cat Stevens,,https://i.scdn.co/image/ab67616d0000b273e7248738c2f7ce3b5584b15d
Wildfire,John Mayer,,https://i.scdn.co/image/ab67616d0000b2738e3ab1cbd76d15dc64450a13
Wildflowers,Tom Petty; The Wailin' Jennys,"90s, 2010s",https://i.scdn.co/image/ab67616d0000b273fb2e910ed2c2b18cdf38850b
Winter Wonderland,Christmas,,https://i.scdn.co/image/ab67616d0000b273a4d50475b17f8aab05507772
Wintersong,Blake Mills,,https://i.scdn.co/image/ab67616d0000b2734db0fc4a04ae57304f41a1b8
With a Littlehelp From My Friends,The Beatles,,https://i.scdn.co/image/ab67616d0000b27334ef8f7d06cf2fc2146f420a
With or Without You,U2,,https://i.scdn.co/image/ab67616d0000b273b7bea3d01f04e6d0408d2afe
"With You, Without you",Brad Paisley,Country,https://i.scdn.co/image/ab67616d0000b2739df06e6e8206ad4bf66405bf
Wonderful World,Sam Cooke,60s,https://i.scdn.co/image/ab67616d0000b27309880a7b8636c5a0615dc0c8
Wonderwall,Oasis,Classic,https://i.scdn.co/image/ab67616d0000b2737a4c8c59851c88f6794c3cbf
Wouldn't It Be Nice,The Beach Boys,,https://i.scdn.co/image/ab67616d0000b273ad3d008a0940bdb6588c7319
XO,Beyoncé,,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3
Yesterday,The Beatles,,https://i.scdn.co/image/ab67616d0000b273e3e3b64cea45265469d4cafa
You Are Mine,MuteMath,,https://i.scdn.co/image/ab67616d0000b273d0c3e834193e9dc4c68d8df0
